0.169182,17.411462,99.117170,58.739672,97.058264,18.678497,93.304459,46.310191,4.288732,91.034751,34.223511,53.621449,2.752010,88.441776,33.623245,73.693408,58.455693,36.866091,73.682503,17.837009,66.320545,99.161886,94.523887,52.382961,43.624994,52.908390,80.841308,91.503843,36.128706,40.440871,1.659720,89.162258,59.232429,36.972581,71.408842,77.399238,95.424410,64.995127,73.683779,43.305710,13.433669,37.737861,64.445880,56.789110,29.201669,21.800919,67.440126,29.592409,88.692769,12.733085,88.231402,38.322381,22.532253,46.787032,18.591110,55.875939,95.411847,53.389356,10.735098,48.357541,71.416352,25.578894,6.890624,21.610073
77.484006,67.517332,17.850560,46.746925,57.562526,66.106556,57.012888,31.484808,24.556538,53.404437,73.468476,4.864310,90.904090,61.178508,78.296754,79.337443,73.646790,77.794065,34.920540,46.575735,9.923065,65.997097,14.719355,5.454745,16.639943,28.887221,25.153255,38.405613,21.485700,99.118533,25.616283,97.468478,1.059621,63.677028,52.946866,42.521637,11.033451,25.190066,91.039172,54.899676,10.985232,70.559151,62.357065,84.876887,77.463839,84.481425,72.989966,24.425710,64.726135,7.155569,70.232309,31.755111,8.511123,17.380362,5.069872,36.255217,21.712437,1.155189,88.527288,0.138651,45.430799,39.942324,14.308647,82.281123
92.985297,90.939563,95.828948,77.135418,52.730507,13.890537,69.335480,66.519613,38.011678,92.057632,59.226151,51.150392,33.085684,59.645283,20.045312,15.608631,32.447730,61.967310,82.239263,21.062290,88.955164,67.918688,6.820641,22.497120,67.544584,41.899129,69.678021,16.613933,28.966173,72.704426,91.282049,81.164200,13.442758,67.816216,31.643334,83.681509,63.874485,28.816746,49.489180,79.386718,15.477335,91.257714,32.402680,64.254097,47.298911,26.313045,20.345334,25.884781,75.704733,75.520801,75.686210,84.700133,87.707301,14.315180,31.942904,89.130309,9.199782,16.314542,62.457677,48.211695,89.773751,3.412659,67.261964,36.522028
14.917441,33.568077,26.859553,98.198895,76.881053,95.715273,49.520666,0.454656,97.708495,25.436034,10.277354,7.446266,40.688113,34.670122,69.446056,79.006055,37.866998,16.897192,52.165635,15.216661,45.310206,91.445618,18.346323,75.543801,70.594534,59.501944,39.514210,75.232033,12.406647,56.491906,63.271445,10.662915,94.600701,76.937405,4.088071,90.739069,37.965530,21.143294,92.419518,92.927667,61.698051,17.148487,69.059900,82.397215,59.872394,5.360048,68.305528,53.769329,40.411832,66.749462,32.083020,10.998831,35.003357,93.199761,70.517927,57.367631,3.631091,73.027180,75.803684,34.358837,36.049910,44.667257,75.598677,21.421630
77.023165,2.152826,86.774658,99.997439,94.212771,61.242284,86.088531,96.951342,94.555498,83.003039,49.199305,14.819090,3.068827,78.294089,66.657772,33.002551,20.295383,51.606359,66.533950,30.379231,13.076310,97.628235,39.249920,44.145431,38.329689,53.157950,80.314438,13.894581,72.265806,62.310160,94.155439,21.524976,53.860989,35.214124,29.646259,57.945201,99.594079,36.529432,13.066712,41.924967,98.751341,94.357552,23.664994,92.881089,73.048547,90.252042,43.364558,11.644119,92.872921,28.502560,88.066603,49.345944,57.315574,10.072458,27.055795,64.021557,93.888863,11.465476,76.229860,54.826093,95.935308,73.321647,38.976446,62.732247
52.314171,84.987139,14.255306,65.779663,4.808115,60.798036,62.277702,53.562480,15.632335,96.946706,0.545445,39.860920,98.008807,0.949540,91.312037,40.652497,48.167663,80.065468,69.451684,31.042567,29.840329,32.014663,67.448412,79.472714,65.320159,40.532605,1.016812,47.399218,31.011422,40.232598,85.670088,97.383744,74.075522,9.454277,75.179841,56.286855,79.525552,40.738935,85.487611,3.630156,59.327657,37.549716,61.646259,55.409513,3.911510,86.845259,81.772206,36.144612,6.169490,27.264504,58.109483,86.820444,77.126381,82.860849,16.620631,86.549667,63.786947,46.886180,11.098846,45.685036,48.889149,28.919903,93.096508,86.226159
7.371160,51.401710,27.139609,45.156215,90.687953,53.324892,70.531979,99.601715,32.042020,56.390616,55.187720,22.651516,66.622604,15.380311,17.015173,55.185214,17.424848,59.291064,1.070463,45.549610,71.397551,91.625111,78.634572,23.113248,51.218203,63.880013,53.548299,88.009149,77.774028,83.201691,64.838115,14.860732,55.705226,18.884229,91.500368,3.231568,56.262676,4.783431,71.605036,41.485387,60.244605,41.819169,72.202800,33.336727,60.791249,59.427431,75.928514,67.501104,99.887301,87.359070,68.246179,67.107157,61.139017,35.386307,77.100700,0.553532,12.500784,7.023422,14.518817,80.688638,26.212112,0.253989,53.815187,58.435005
41.814558,75.769646,5.046645,54.700519,89.796456,72.431646,87.805930,62.134608,23.034487,17.462290,61.350672,8.248372,41.166689,19.987281,84.138553,64.609173,54.314584,37.896388,21.565119,43.505336,38.223092,71.662668,52.780874,40.375756,20.076328,39.011169,15.980091,69.033974,71.226970,16.845380,18.612031,84.072072,55.220881,9.063601,28.713982,23.494326,20.366163,20.652142,86.431655,24.963295,10.670805,61.499190,99.945795,69.240156,35.628758,95.005226,43.361768,84.188425,24.734492,93.604154,10.335951,25.979091,53.171527,89.991125,89.532510,79.232369,23.766611,78.567311,23.434818,49.306804,7.259559,39.840762,69.194186,29.305818
37.085291,20.901535,4.701306,17.723128,57.184773,88.485037,33.562384,94.672089,68.973001,2.364543,91.607962,81.530961,73.187695,21.239360,69.802567,22.708068,17.357652,38.622276,19.979973,90.994192,10.893381,46.837308,85.712945,30.570028,75.419053,49.750585,94.184261,40.425934,40.792577,25.319403,81.794734,8.773880,11.456398,56.178429,38.890632,73.427610,49.693918,90.191179,65.361034,78.653231,39.750280,36.828363,58.243083,91.067119,40.917052,57.233759,26.879815,14.611743,79.664455,53.332832,58.976350,62.546362,64.659582,57.282912,83.384976,44.612070,80.121962,33.972501,45.958999,17.172517,92.555229,15.692837,8.623491,33.810061
85.868753,56.926922,18.889949,11.599616,29.648906,3.044919,86.377871,13.078664,70.325404,53.052505,20.264238,39.469826,51.630599,85.275193,34.532090,94.795311,40.870327,10.616773,37.330147,31.766602,18.871080,80.203842,9.686824,58.493857,85.169325,37.452879,5.962613,45.166063,22.931806,32.890193,87.929708,20.713345,34.981248,29.157938,84.052505,50.562016,68.696706,77.791619,33.782926,47.178471,24.544274,65.307313,18.490365,78.296368,93.821926,92.865778,94.226858,33.720852,70.171217,68.483203,17.442629,54.204897,36.587596,57.530559,34.666620,83.365851,16.333298,36.245595,81.619654,65.314750,11.040287,14.853401,39.395376,45.895717
85.893510,3.355835,26.892198,88.750517,7.573762,25.674841,52.823310,16.327949,44.780446,8.510850,47.872847,14.025921,62.437307,80.355732,27.893567,79.122584,50.184675,21.176444,43.825065,32.853323,79.422344,71.433371,54.100769,85.096314,25.722499,43.364369,42.136477,86.207644,16.053515,2.876229,40.245486,9.326841,89.342758,77.840589,74.353437,3.395663,59.335989,18.584766,30.387987,15.280433,8.876393,71.263745,96.033740,53.194228,9.042160,28.925429,88.968814,94.529530,98.406105,60.023012,86.185226,77.965963,24.416978,91.225295,72.051976,90.196393,63.175687,69.825293,42.698846,30.435976,92.292060,58.384589,22.124582,5.169631
61.514480,35.601241,74.020826,26.187031,20.476632,89.426521,23.068271,58.149007,38.747321,2.919606,61.257530,73.206569,39.201206,64.016761,60.520704,28.299213,77.156950,38.991650,63.074604,52.845637,13.711421,70.014120,55.663479,97.487167,16.429708,36.882291,8.715324,70.857171,19.818883,92.195482,55.194686,80.606215,32.064460,71.433663,80.569052,59.199786,71.623911,39.187484,67.031064,68.078007,40.400166,91.807664,57.985127,91.679019,72.431773,16.547853,16.722440,20.012308,36.173488,54.821444,84.167594,60.810059,52.540673,29.604950,17.208153,72.690511,84.864094,22.871663,79.361507,37.178824,71.459554,10.589605,17.024646,50.132398
4.251790,58.170962,43.299218,54.255358,84.963636,39.475839,32.565358,18.185358,3.538266,16.745231,31.426257,42.019899,24.068724,61.215704,75.032832,52.958673,83.624539,62.613499,52.709480,44.077898,64.151736,31.399982,86.497943,2.226491,30.229820,56.638982,15.536123,51.685719,54.120883,59.077321,80.451874,22.008382,93.030712,65.558549,51.859919,34.156280,74.740363,75.036293,93.076846,46.286679,28.021593,29.494313,27.318479,21.894884,91.371981,66.657646,5.789797,86.640420,81.879350,49.969632,82.983744,47.368923,0.782988,85.415949,95.108880,9.164929,79.052432,35.992916,66.270645,78.550525,50.385176,84.201859,74.488334,19.178249
55.663930,93.116822,12.218286,86.604655,63.297973,76.939306,58.576597,24.780080,3.510873,88.039580,7.567846,91.794218,19.243025,85.944472,43.898341,7.223708,55.649024,88.854224,82.581365,37.024725,13.124606,91.789395,7.387704,85.906934,77.290245,85.750959,57.725908,87.427731,73.247077,31.129917,50.963139,71.501515,1.560045,4.012435,61.965191,47.365148,32.225473,4.175075,62.227723,7.813990,37.430376,92.724979,47.809058,88.935226,33.431964,83.326842,4.737747,14.860460,52.693656,25.737699,78.267357,98.914139,69.623908,1.399800,33.612205,4.027408,77.580084,36.686790,48.115827,36.734314,37.035217,95.201895,82.044159,85.118184
14.640203,76.604515,65.247746,86.947703,82.306187,6.488984,16.567489,15.260690,35.915028,97.858529,84.618699,60.043087,53.696938,19.636436,21.203699,78.218362,11.401177,35.981111,11.532017,31.502357,88.566674,84.230971,95.959316,75.693050,35.252899,35.698420,16.520801,5.884119,26.463292,3.888401,55.909606,65.899671,72.809550,31.949282,73.741181,49.491165,2.779618,36.897532,96.384196,17.728135,13.002730,27.818002,52.783191,27.107471,90.530074,87.465684,57.763920,90.829002,23.385091,90.390061,70.387669,75.943510,95.488361,62.219643,23.367507,18.963411,63.968352,39.915277,55.476280,93.195628,38.112637,96.569859,72.328815,62.661267
42.206008,24.489954,50.842294,2.916792,20.093874,3.301608,30.494343,51.815003,31.304527,47.098233,36.759584,25.254217,86.503122,96.127019,92.338314,7.727147,96.595556,0.434667,76.708956,38.382065,85.167171,59.965627,24.286315,90.142035,67.020020,35.353981,20.556800,60.710942,38.354586,80.388403,48.159684,13.877895,81.032458,99.165909,9.962191,77.294437,10.299170,96.720499,69.860884,44.842775,64.058451,71.617987,30.203980,3.654817,16.241242,16.043306,78.458086,43.906788,20.518658,40.377794,94.794983,80.798531,71.400725,25.525221,70.961361,93.425952,93.532552,63.022079,89.034559,57.912701,99.601934,16.558520,71.558471,44.643285
